s,p,o,type_s,type_o,scicheck_score,num_connections_train_subject,num_connections_train_object,freq_abstracts_subject,freq_abstracts_object,harmomic_mean_frequences,freq_abstracts_s&o,max_cos_sim,graph_emb_similarity,word_emb_similarity,label
graphics_processing_unit,usesTask,prototyping,Method,Task,0.6831598877906799,1534,45,106,8557,209.40597945284543,0,0.8954023095217561,0.25874257,0.2913304567337036,0
tracking_system,usesTask,automatic_tracking,Method,Task,0.9976698756217957,306,26,3631,1579,2200.9017274472167,1080,0.876875524593981,0.55394346,0.8093345761299133,1
game_theory,usesTask,access_control,Method,Task,0.9601739645004272,233,1069,6944,34132,11540.199045671437,117,0.792742895862796,0.27262923,0.10632729530334473,1
decision_support_system,usesTask,knowledge_representation,Method,Task,0.9364405870437622,309,117,9004,5077,6492.906469710958,88,0.9289668476612807,0.4665546,0.3500071167945862,1
predictions_accuracy,usesMethod,game_theory,Metric,Method,0.5485658645629883,386,233,0,6944,0.0,0,0.7136472935848764,0.19210139,0.19671913981437683,0
sensor,usesMaterial,video_signal,Method,Material,0.8247477412223816,9208,261,509693,10019,19651.707741980175,2035,0.9323351482114118,0.06731117,0.31268852949142456,0
sentiment_analysis,usesMaterial,social_media_data_set,Task,Material,0.9939730763435364,362,17,11049,0,0.0,0,1.0000000000000002,0.35951516,0.3245297074317932,1
artificial_intelligence,usesMethod,graphics_processing_unit,Method,Method,0.9929318428039551,419,1534,45260,106,211.5046510602654,0,0.8046618771316717,0.24358208,0.24429665505886078,1
text_classification,usesMethod,game_theory,Task,Method,0.5219699740409851,271,233,6422,6944,6672.806823282956,0,0.8092825356483482,0.1545529,0.12782327830791473,1
action_recognition,usesMaterial,sensor_data,Task,Material,0.9417117834091187,125,486,6117,21419,9516.271281231842,36,0.922813439707509,-0.020495217,0.21751365065574646,1
module_module,usesMethod,evolutionary_algorithm,Method,Method,0.8751312494277954,1729,634,85,14296,168.99520200264237,0,0.9034887545925167,0.12652783,0.12786521017551422,0
graphics_processing_unit,usesMethod,pca_s,Method,Method,0.9360151290893555,1534,432,106,25,40.458015267175576,0,0.7733787805529068,0.2191246,0.2662711441516876,0
multiagent_system,usesMaterial,incomplete_information,Method,Material,0.9357947707176208,367,13,2755,2291,2501.6666666666665,1,0.7396020817371688,0.21229409,0.12807027995586395,0
pattern_recognition,usesMaterial,electrocardiogram,Task,Material,0.9963535666465759,411,75,15873,8081,10709.669616765466,56,0.862442682081473,0.110719465,0.2184474617242813,1
wearable_technology,usesMaterial,accelerometer_data,Method,Material,0.9951788187026978,341,9,1241,978,1093.9143758449752,5,0.8783085923411822,0.14305034,0.3137432634830475,1
sentiment_analysis,usesMethod,semantic_distance,Task,Method,0.9956621527671814,362,155,11049,522,996.9022556390977,2,0.8077437752754106,0.5169747,0.2934747338294983,1
evolutionary_algorithm,usesTask,prior_work,Method,Task,0.8373985290527344,634,6,14296,10582,12161.771203472948,0,0.7977121047876987,0.19014001,0.15132752060890198,0
packet_loss,usesMethod,acquisition_device,Metric,Method,0.5398445129394531,243,835,12990,17470,14900.54497701904,0,0.8021577013045279,-0.04013899,0.12645401060581207,0
tracking_system,usesTask,computer_vision,Method,Task,0.9938642978668213,306,1259,3631,37259,6617.140083149914,248,1.0000000000000002,0.38530537,0.428224116563797,1
acquisition_device,usesMaterial,cellular_phone,Method,Material,0.9999037384986877,835,1092,17470,1729,3146.5836762331373,0,0.8721705773642122,0.31445184,0.3537077307701111,1
bp_neural_network,usesTask,pattern_recognition,Method,Task,0.9896202683448792,192,411,5001,15873,7605.717447542397,320,1.0,0.48132047,0.3667006194591522,1
graphics_processing_unit,usesMaterial,high_resolution_image,Method,Material,0.6826245784759521,1534,52,106,2441,203.17707106399686,0,0.8357108198678264,0.09005199,0.3305390179157257,1
multiagent_system,usesMethod,wsns,Method,Method,0.9597199559211731,367,576,2755,14497,4630.099118942731,0,0.7243783202854576,0.3419136,0.16930028796195984,1
sentiment_analysis,usesMethod,control_method,Task,Method,0.6298823952674866,362,1158,11049,157630,20650.51215622573,0,0.8271443989620855,-0.1375975,0.08713288605213165,0
optimal_control,usesMethod,evolutionary_algorithm,Method,Method,0.998110294342041,267,634,13253,14296,13754.756107299721,94,0.9236818735735699,0.46040308,0.32727116346359253,1
decision_support_system,usesTask,database_and_information_system,Method,Task,0.997288703918457,309,3872,9004,35,69.72895231773427,0,1.0000000000000002,0.3952749,0.5273046493530273,1
tracking_system,usesMaterial,hand_gesture,Method,Material,0.9437530040740967,306,111,3631,4588,4053.784645333982,36,0.8121181219193075,0.20240916,0.28478699922561646,1
acquisition_device,usesMethod,set_top_box,Method,Method,0.9982942938804626,835,262,17470,4569,7243.561867598349,21,0.7613926081655034,0.43848714,0.01574932411313057,1
acquisition_device,usesMethod,dsp,Method,Method,0.987338662147522,835,236,17470,14787,16016.919738351366,123,0.8560312187835777,0.4691774,0.26443323493003845,1
game_theory,usesMaterial,emotion,Method,Material,0.9200500845909119,233,71,6944,23273,10696.47628818215,13,0.866153378536236,-0.004349619,0.19097475707530975,0
wearable_technology,usesMaterial,electronic_document,Method,Material,0.9583171010017395,341,79,1241,3267,1798.7342502218278,0,0.770027952172047,0.12438601,0.30463144183158875,1
tracking_system,usesTask,face_recognition,Method,Task,0.9751760363578796,306,1064,3631,22223,6242.1066759495625,18,0.8576388741736225,0.31611723,0.2865191698074341,1
pattern_recognition,usesTask,pedestrian_detection,Task,Task,0.5058778524398804,411,97,15873,2627,4507.932,28,0.8883128163554784,0.55437756,0.42970728874206543,1
face_detection,usesMaterial,low_resolution_image,Task,Material,0.9799357056617737,282,28,6549,935,1636.374933190807,18,0.9999999999999998,0.23903951,0.17434273660182953,1
acquisition_device,usesTask,internet_of_thing,Method,Task,0.9314817190170288,835,1035,17470,73716,28245.970214725945,434,0.9273328969193273,0.37883064,0.2692383825778961,1
fault_detection,usesMethod,multiagent_system,Task,Method,0.9163478016853333,393,367,16967,2755,4740.2986512524085,6,0.8105146778037384,0.20487638,0.24445252120494843,0
artificial_intelligence,usesMaterial,university,Method,Material,0.8928342461585999,419,80,45260,57068,50482.71597216793,1407,0.7061038362949358,0.30162686,0.24988648295402527,0
acquisition_device,usesTask,sensor_technology_and_application,Method,Task,0.8383600115776062,835,18,17470,12,23.983525912367007,0,0.8476308290531274,0.36934626,0.37907353043556213,0
action_recognition,usesTask,feature_extraction,Task,Task,0.9829138517379761,125,732,6117,50449,10911.025456988296,726,0.8818475735448197,0.5899684,0.34702739119529724,1
face_detection,usesMaterial,encoding_example,Task,Material,0.7756962776184082,282,32,6549,1,1.9996946564885496,0,0.8337840573039906,-0.0015134225,0.16022421419620514,1
tracking_system,usesMaterial,point_cloud,Method,Material,0.8688690066337585,306,230,3631,19064,6100.143996474994,69,0.7734523024346847,0.17726725,0.26676031947135925,0
acquisition_device,usesMaterial,high_definition_camera,Method,Material,0.785284698009491,835,21,17470,536,1040.0888592691324,2,0.826742927708637,0.27549353,0.2589830756187439,1
machine_learning,usesTask,argumentation,Method,Task,0.5454217195510864,2675,42,87634,3185,6146.60566621522,152,0.8509641442805668,0.33673066,0.2704450786113739,1
sentiment_analysis,usesMaterial,medical_data,Task,Material,0.8860439658164978,362,29,11049,6897,8492.695085255767,3,0.8075665656637973,0.14003097,0.18698512017726898,1
evolutionary_algorithm,usesMaterial,training_datasets,Method,Material,0.9449869990348816,634,4,14296,794,1504.4432074221338,0,0.7569857407810746,0.17195663,0.1789674460887909,1
decision_support_system,usesMethod,sensitivity_analysis,Method,Method,0.9997696280479431,309,79,9004,11313,10027.292612098243,57,0.903309513280423,0.41035482,0.204037144780159,1
image_analysis,usesMethod,supervised_machine_learning,Task,Method,0.9998830556869507,223,170,16489,1175,2193.6792346014495,16,0.9614604860332255,0.40327495,0.336572527885437,1
artificial_intelligence,usesTask,robot,Method,Task,0.9782914519309998,419,2927,45260,165052,71039.72688196583,32820,0.8930975053500237,0.4498224,0.5331661701202393,1
game_theory,usesTask,power_control_problem,Method,Task,0.9984145760536194,233,16,6944,418,788.53355066558,40,0.8443801361253787,0.5682653,0.146389439702034,0
data_compression,usesMethod,central_processor,Task,Method,0.5157701969146729,596,350,6209,5264,5697.581452104942,6,0.8514356308458605,0.1455487,0.215352401137352,0
game_theory,usesTask,interference,Method,Task,0.9997863173484802,233,494,6944,114425,13093.41265067686,972,0.7891905101119868,0.42692932,0.29261183738708496,1
sentiment_analysis,usesMethod,sensor,Task,Method,0.9958546161651611,362,9208,11049,509693,21629.12903894827,0,0.8484321345342976,-0.06655173,0.2583655118942261,1
wearable_technology,usesMaterial,acceleration_data,Method,Material,0.974573016166687,341,30,1241,1873,1492.8664097623634,9,0.9623143904805077,0.323772,0.22740839421749115,1
data_compression,usesMaterial,noises_signal,Task,Material,0.6730434894561768,596,38,6209,1,1.9996779388083736,0,0.8620612661170607,0.07113091,0.24191348254680634,1
action_recognition,usesMethod,numerical_model,Task,Method,0.6417871117591858,125,405,6117,4573,5233.496913002807,0,0.818668009182567,0.123210885,0.0941990315914154,0
sensor,usesTask,intelligent_control,Method,Task,0.7667574882507324,9208,626,509693,20863,40085.212716471025,34944,0.9315629668275104,0.51022846,0.39107412099838257,1
sensor,usesMethod,memory_module,Method,Method,0.7582755088806152,9208,229,509693,5418,10722.02563719276,1420,0.8451839443893805,0.2847592,0.2060171514749527,1
deep_learning,usesTask,training_phase,Method,Task,0.6403430104255676,840,17,85872,3544,6807.067370492977,750,0.8454926471414326,0.39225006,0.3269493579864502,1
game_theory,usesMaterial,social_social_medium,Method,Material,0.9911619424819946,233,382,6944,1,1.9997120230381569,0,0.7976075535200222,0.10205421,0.20087836682796478,0
pattern_recognition,usesMaterial,video_with_sequence,Task,Material,0.9641091227531433,411,83,15873,3,5.998866213151928,0,0.9053082987697071,0.19535367,0.2571484446525574,0
action_recognition,usesMethod,markov_process,Task,Method,0.9636297225952148,125,137,6117,1915,2916.846364541833,0,0.9642961344882435,0.1238423,0.25154221057891846,1
heuristic_algorithm,usesMethod,deep_learning,Method,Method,0.7593332529067993,337,840,9344,85872,16854.057469332885,64,0.8507109794289345,0.22325379,0.1545480489730835,1
face_detection,usesMaterial,rendering_image,Task,Material,0.5061599016189575,282,8,6549,100,196.9920288765228,0,0.8939247614246816,0.092126094,0.23914162814617157,1
resource_allocation,usesMethod,decision_support_system,Task,Method,0.9357360601425171,252,309,28757,9004,13714.045072958874,28,0.8430580712035336,0.20337895,0.24557483196258545,1
control_parameter_value,usesMethod,wearable_technology,OtherEntity,Method,0.9999139308929443,268,341,159,1241,281.88428571428574,0,0.8171527946410763,0.12511227,0.024556796997785568,0
sentiment_analysis,usesMaterial,social_social_medium,Task,Material,0.9999168515205383,362,382,11049,1,1.999819004524887,0,1.0,0.33780837,0.2360035926103592,0
touch_panel_panel,usesMethod,machine_learning,OtherEntity,Method,0.7845965623855591,282,2675,5,87634,9.999429477743927,0,0.752046070890219,-0.23706307,0.04321202635765076,0
network_security,usesMethod,multiagent_system,Task,Method,0.9937718510627747,238,367,10422,2755,4357.9889200880325,0,0.8551297407140949,0.2103722,0.21387073397636414,1
game_theory,usesTask,validation,Method,Task,0.9421529173851013,233,642,6944,69530,12626.94039804378,0,0.8548411705497172,0.32533997,0.12437311559915543,1
face_detection,usesTask,disclosure_issue,Task,Task,0.8300909399986267,282,794,6549,21,41.865753424657534,0,0.8335971053611626,0.26050782,-0.016167467460036278,0
action_recognition,usesMaterial,handwritten_digit_recognition,Task,Material,0.5478879809379578,125,8,6117,582,1062.8732646663682,0,0.8018242708008761,0.15555108,0.3683604896068573,1
data_compression,usesTask,face_detection,Task,Task,0.6249103546142578,596,282,6209,6549,6374.46950932748,0,0.8332292037627489,0.2961301,0.19386762380599976,0
game_theory,usesMaterial,radio,Method,Material,0.9999778866767883,233,2975,6944,137357,13219.686738137643,3333,0.9611603517112339,0.25899902,0.1580311357975006,0
action_recognition,usesMethod,deep_neural_convolutional_network,Task,Method,0.9999674558639526,125,71,6117,3,5.997058823529412,0,0.9340630384795787,0.48988354,0.3639802634716034,1
autonomous_vehicle,usesMaterial,twitter,Task,Material,0.7553746104240417,72,209,12184,17336,14310.421680216803,0,0.7141862224594343,-0.0607926,0.18324865400791168,0
embedded_system,usesTask,data_compression,Task,Task,0.8458442687988281,842,596,12700,6209,8340.398751917077,60,1.0,0.37849772,0.23940299451351166,0
sensor,usesMethod,base_plate,Method,Method,0.7714284062385559,9208,504,509693,18906,36459.606839967535,3016,0.9117936070127307,0.393473,0.25577512383461,1
acquisition_device,usesMaterial,integrated_data,Method,Material,0.9986117482185364,835,1172,17470,539,1045.7360208784496,0,0.879815082013554,0.2656381,0.3504825830459595,1
machine_learning,usesMaterial,human_behaviour,Method,Material,0.5185601711273193,2675,9,87634,1195,2357.8477749383646,396,0.7803551120385126,0.1853956,0.36943039298057556,0
multiagent_system,usesMaterial,email,Method,Material,0.6849900484085083,367,152,2755,10724,4383.799985162104,0,0.7613341163780365,0.0256372,0.0911162719130516,0
sensor,usesMaterial,rule_base,Method,Material,0.5627730488777161,9208,39,509693,10316,20222.699945577864,640,0.6859545873912791,-0.09031542,0.11452914029359818,0
pattern_recognition,usesMethod,one,Task,Method,0.995722770690918,411,1010,15873,1688828,31450.40314283854,5068,0.8440538261873723,0.38640216,0.11372347176074982,0
decision_support_system,usesMaterial,raw_data_set_a,Method,Material,0.9630237817764282,309,60,9004,10,19.977812291990237,0,0.8827480808951454,0.17375824,0.14752197265625,0
artificial_intelligence,usesMethod,packet_scheduling,Method,Method,0.6830689907073975,419,521,45260,613,1209.6169860266389,2,0.794782399756129,0.25346735,0.25966280698776245,1
monte_carlo_analysis,usesMethod,decision_support_system,Method,Method,0.9477112293243408,328,309,418,9004,798.9114837614095,0,0.828841213065403,0.28237957,0.10169858485460281,0
decision_support_system,usesMethod,monte_carlo_analysis,Method,Method,0.9987931251525879,309,328,9004,418,798.9114837614095,0,0.8250000684974829,0.28237957,0.10169858485460281,1
